=== Windows Services ===
Collection Time: 2025-05-21 17:07:34

Name                                          PathName                                                                                                                                                                                                                                                                                                                                                                                                                    StartMode  StartName                    State    Status   
SamSs                                         C:\WINDOWS\system32\lsass.exe                                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

SCardSvr                                      C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation                                                                                                                                                                                                                                                                                                                                                           Manual     NT AUTHORITY\LocalService    Stopped  OK       

ScDeviceEnum                                  C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted                                                                                                                                                                                                                                                                                                                                                             Manual     LocalSystem                  Stopped  OK       

Schedule                                      C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

SCPolicySvc                                   C:\WINDOWS\system32\svchost.exe -k netsvcs                                                                                                                                                                                                                                                                                                                                                                                  Manual     LocalSystem                  Stopped  OK       

SDRSVC                                        C:\WINDOWS\system32\svchost.exe -k SDRSVC                                                                                                                                                                                                                                                                                                                                                                                   Manual     localSystem                  Stopped  OK       

seclogon                                      C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

SecurityHealthService                         C:\WINDOWS\system32\SecurityHealthService.exe                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Running  OK       

SEMgrSvc                                      C:\WINDOWS\system32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual     NT AUTHORITY\LocalService    Stopped  OK       

SENS                                          C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

SensorDataService                             C:\WINDOWS\System32\SensorDataService.exe                                                                                                                                                                                                                                                                                                                                                                                   Manual     LocalSystem                  Stopped  OK       

SensorService                                 C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

SensrSvc                                      C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\LocalService    Stopped  OK       

SessionEnv                                    C:\WINDOWS\System32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     localSystem                  Stopped  OK       

SharedAccess                                  C:\WINDOWS\System32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Running  OK       

ShellHWDetection                              C:\WINDOWS\System32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

shpamsvc                                      C:\WINDOWS\System32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Disabled   LocalSystem                  Stopped  OK       

smphost                                       C:\WINDOWS\System32\svchost.exe -k smphost                                                                                                                                                                                                                                                                                                                                                                                  Manual     NT AUTHORITY\NetworkService  Stopped  OK       

SmsRouter                                     C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Manual     NT Authority\LocalService    Stopped  OK       

SNMPTrap                                      C:\WINDOWS\System32\snmptrap.exe                                                                                                                                                                                                                                                                                                                                                                                            Manual     NT AUTHORITY\LocalService    Stopped  OK       

Spooler                                       C:\WINDOWS\System32\spoolsv.exe                                                                                                                                                                                                                                                                                                                                                                                             Auto       LocalSystem                  Running  OK       

sppsvc                                        C:\WINDOWS\system32\sppsvc.exe                                                                                                                                                                                                                                                                                                                                                                                              Auto       NT AUTHORITY\NetworkService  Stopped  OK       

SQLWriter                                     "C:\Program Files\Microsoft SQL Server\90\Shared\sqlwriter.exe"                                                                                                                                                                                                                                                                                                                                                             Auto       LocalSystem                  Running  OK       

SSDPSRV                                       C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\LocalService    Running  OK       

ssh-agent                                     C:\WINDOWS\System32\OpenSSH\ssh-agent.exe                                                                                                                                                                                                                                                                                                                                                                                   Disabled   LocalSystem                  Stopped  OK       

SstpSvc                                       C:\WINDOWS\system32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual     NT Authority\LocalService    Running  OK       

StateRepository                               C:\WINDOWS\system32\svchost.exe -k appmodel -p                                                                                                                                                                                                                                                                                                                                                                              Auto       LocalSystem                  Running  OK       

StiSvc                                        C:\WINDOWS\system32\svchost.exe -k imgsvc                                                                                                                                                                                                                                                                                                                                                                                   Auto       NT Authority\LocalService    Running  OK       

StorSvc                                       C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Auto       LocalSystem                  Running  OK       

svsvc                                         C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

swprv                                         C:\WINDOWS\System32\svchost.exe -k swprv                                                                                                                                                                                                                                                                                                                                                                                    Manual     LocalSystem                  Stopped  OK       

SysMain                                       C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Auto       LocalSystem                  Running  OK       

SystemEventsBroker                            C:\WINDOWS\system32\svchost.exe -k DcomLaunch -p                                                                                                                                                                                                                                                                                                                                                                            Auto       LocalSystem                  Running  OK       

TapiSrv                                       C:\WINDOWS\System32\svchost.exe -k NetworkService -p                                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\NetworkService  Stopped  OK       

TermService                                   C:\WINDOWS\System32\svchost.exe -k NetworkService                                                                                                                                                                                                                                                                                                                                                                           Manual     NT Authority\NetworkService  Stopped  OK       

TextInputManagementService                    C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Auto       LocalSystem                  Running  OK       

Themes                                        C:\WINDOWS\System32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

TieringEngineService                          C:\WINDOWS\system32\TieringEngineService.exe                                                                                                                                                                                                                                                                                                                                                                                Manual     localSystem                  Stopped  OK       

TimeBrokerSvc                                 C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Manual     NT AUTHORITY\LocalService    Running  OK       

TokenBroker                                   C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Running  OK       

TrkWks                                        C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Auto       LocalSystem                  Running  OK       

TroubleshootingSvc                            C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

TrustedInstaller                              C:\WINDOWS\servicing\TrustedInstaller.exe                                                                                                                                                                                                                                                                                                                                                                                   Manual     localSystem                  Running  OK       

tzautoupdate                                  C:\WINDOWS\system32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual     NT AUTHORITY\LocalService    Stopped  OK       

UmRdpService                                  C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     localSystem                  Stopped  OK       

upnphost                                      C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\LocalService    Running  OK       

UserManager                                   C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

UsoSvc                                        C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

VaultSvc                                      C:\WINDOWS\system32\lsass.exe                                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Running  OK       

vds                                           C:\WINDOWS\System32\vds.exe                                                                                                                                                                                                                                                                                                                                                                                                 Manual     LocalSystem                  Stopped  OK       

vgc                                           "C:\Program Files\Riot Vanguard\vgc.exe"                                                                                                                                                                                                                                                                                                                                                                                    Manual     LocalSystem                  Stopped  OK       

vmcompute                                     C:\WINDOWS\system32\vmcompute.exe                                                                                                                                                                                                                                                                                                                                                                                           Manual     LocalSystem                  Stopped  OK       

vmicguestinterface                            C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

vmicheartbeat                                 C:\WINDOWS\system32\svchost.exe -k ICService -p                                                                                                                                                                                                                                                                                                                                                                             Manual     LocalSystem                  Stopped  OK       

vmickvpexchange                               C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

vmicrdv                                       C:\WINDOWS\system32\svchost.exe -k ICService -p                                                                                                                                                                                                                                                                                                                                                                             Manual     LocalSystem                  Stopped  OK       

vmicshutdown                                  C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

vmictimesync                                  C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Manual     NT AUTHORITY\LocalService    Stopped  OK       

vmicvmsession                                 C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

vmicvss                                       C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

VSInstallerElevationService                   "C:\Program Files (x86)\Microsoft Visual Studio\Installer\VSInstallerElevationService.exe"                                                                                                                                                                                                                                                                                                                                  Manual     LocalSystem                  Stopped  OK       

VSS                                           C:\WINDOWS\system32\vssvc.exe                                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

VSStandardCollectorService150                 "C:\Program Files (x86)\Microsoft Visual Studio\Shared\Common\DiagnosticsHub.Collection.Service\StandardCollector.Service.exe"                                                                                                                                                                                                                                                                                              Manual     LocalSystem                  Stopped  OK       

W32Time                                       C:\WINDOWS\system32\svchost.exe -k LocalService                                                                                                                                                                                                                                                                                                                                                                             Manual     NT AUTHORITY\LocalService    Stopped  OK       

WaaSMedicSvc                                  C:\WINDOWS\system32\svchost.exe -k wusvcs -p                                                                                                                                                                                                                                                                                                                                                                                Manual     LocalSystem                  Stopped  OK       

WalletService                                 C:\WINDOWS\System32\svchost.exe -k appmodel -p                                                                                                                                                                                                                                                                                                                                                                              Manual     LocalSystem                  Stopped  OK       

WarpJITSvc                                    C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted                                                                                                                                                                                                                                                                                                                                                            Manual     NT Authority\LocalService    Stopped  OK       

wbengine                                      "C:\WINDOWS\system32\wbengine.exe"                                                                                                                                                                                                                                                                                                                                                                                          Manual     localSystem                  Stopped  OK       

WbioSrvc                                      C:\WINDOWS\system32\svchost.exe -k WbioSvcGroup                                                                                                                                                                                                                                                                                                                                                                             Manual     LocalSystem                  Stopped  OK       

Wcmsvc                                        C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s Wcmsvc                                                                                                                                                                                                                                                                                                                                               Auto       NT Authority\LocalService    Running  OK       

wcncsvc                                       C:\WINDOWS\System32\svchost.exe -k LocalServiceAndNoImpersonation -p                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\LocalService    Stopped  OK       

WdiServiceHost                                C:\WINDOWS\System32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual     NT AUTHORITY\LocalService    Stopped  OK       

WdiSystemHost                                 C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Running  OK       

WdNisSvc                                      "C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\NisSrv.exe"                                                                                                                                                                                                                                                                                                                                              Manual     NT AUTHORITY\LocalService    Running  OK       

WebClient                                     C:\WINDOWS\system32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual     NT AUTHORITY\LocalService    Stopped  OK       

webthreatdefsvc                               C:\WINDOWS\system32\svchost.exe -k WebThreatDefense -p                                                                                                                                                                                                                                                                                                                                                                      Manual     NT AUTHORITY\LocalService    Running  OK       

Wecsvc                                        C:\WINDOWS\system32\svchost.exe -k NetworkService -p                                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\NetworkService  Stopped  OK       

WEPHOSTSVC                                    C:\WINDOWS\system32\svchost.exe -k WepHostSvcGroup                                                                                                                                                                                                                                                                                                                                                                          Manual     NT AUTHORITY\LocalService    Stopped  OK       

wercplsupport                                 C:\WINDOWS\System32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     localSystem                  Stopped  OK       

WerSvc                                        C:\WINDOWS\System32\svchost.exe -k WerSvcGroup                                                                                                                                                                                                                                                                                                                                                                              Manual     localSystem                  Stopped  OK       

WFDSConMgrSvc                                 C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Manual     NT AUTHORITY\LocalService    Stopped  OK       

WiaRpc                                        C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     LocalSystem                  Stopped  OK       

WinDefend                                     "C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.25030.2-0\MsMpEng.exe"                                                                                                                                                                                                                                                                                                                                             Auto       LocalSystem                  Running  OK       

WinHttpAutoProxySvc                           C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Manual     NT AUTHORITY\LocalService    Running  OK       

Winmgmt                                       C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       localSystem                  Running  OK       

WinRM                                         C:\WINDOWS\System32\svchost.exe -k NetworkService -p                                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\NetworkService  Stopped  OK       

wisvc                                         C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

WlanSvc                                       C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Auto       LocalSystem                  Running  OK       

wlidsvc                                       C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Running  OK       

wlpasvc                                       C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Manual     NT Authority\LocalService    Stopped  OK       

WManSvc                                       C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

wmiApSrv                                      C:\WINDOWS\system32\wbem\WmiApSrv.exe                                                                                                                                                                                                                                                                                                                                                                                       Manual     localSystem                  Running  OK       

WMPNetworkSvc                                 "C:\Program Files\Windows Media Player\wmpnetwk.exe"                                                                                                                                                                                                                                                                                                                                                                        Manual     NT AUTHORITY\NetworkService  Stopped  OK       

workfolderssvc                                C:\WINDOWS\System32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual     NT AUTHORITY\LocalService    Stopped  OK       

WpcMonSvc                                     C:\WINDOWS\system32\svchost.exe -k LocalService                                                                                                                                                                                                                                                                                                                                                                             Manual     LocalSystem                  Stopped  OK       

WPDBusEnum                                    C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted                                                                                                                                                                                                                                                                                                                                                             Manual     LocalSystem                  Stopped  OK       

WpnService                                    C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Auto       LocalSystem                  Running  OK       

WSAIFabricSvc                                 C:\WINDOWS\system32\svchost.exe -k WSAIFabricSvcGroup -p                                                                                                                                                                                                                                                                                                                                                                    Auto       NT AUTHORITY\LocalService    Running  OK       

wscsvc                                        C:\WINDOWS\System32\svchost.exe -k LocalServiceNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                         Auto       NT AUTHORITY\LocalService    Running  OK       

WSearch                                       C:\WINDOWS\system32\SearchIndexer.exe /Embedding                                                                                                                                                                                                                                                                                                                                                                            Auto       LocalSystem                  Running  OK       

WslInstaller                                  "C:\Program Files\WindowsApps\MicrosoftCorporationII.WindowsSubsystemForLinux_2.4.13.0_x64__8wekyb3d8bbwe\wslinstaller.exe"                                                                                                                                                                                                                                                                                                 Auto       LocalSystem                  Stopped  OK       

WSLService                                    "C:\Program Files\WSL\wslservice.exe"                                                                                                                                                                                                                                                                                                                                                                                       Auto       LocalSystem                  Running  OK       

wuauserv                                      C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

WwanSvc                                       C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Manual     localSystem                  Stopped  OK       

XblAuthManager                                C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

XblGameSave                                   C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

XboxGipSvc                                    C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

XboxNetApiSvc                                 C:\WINDOWS\system32\svchost.exe -k netsvcs -p                                                                                                                                                                                                                                                                                                                                                                               Manual     LocalSystem                  Stopped  OK       

AarSvc_9e827                                  C:\WINDOWS\system32\svchost.exe -k AarSvcGroup -p                                                                                                                                                                                                                                                                                                                                                                           Manual                                  Stopped  OK       

BcastDVRUserService_9e827                     C:\WINDOWS\system32\svchost.exe -k BcastDVRUserService                                                                                                                                                                                                                                                                                                                                                                      Manual                                  Stopped  OK       

BluetoothUserService_9e827                    C:\WINDOWS\system32\svchost.exe -k BthAppGroup -p                                                                                                                                                                                                                                                                                                                                                                           Manual                                  Running  OK       

CaptureService_9e827                          C:\WINDOWS\system32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual                                  Stopped  OK       

cbdhsvc_9e827                                 C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p                                                                                                                                                                                                                                                                                                                                                                     Auto                                    Running  OK       

CDPUserSvc_9e827                              C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Auto                                    Running  OK       

CloudBackupRestoreSvc_9e827                   C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Manual                                  Stopped  OK       

ConsentUxUserSvc_9e827                        C:\WINDOWS\system32\svchost.exe -k DevicesFlow                                                                                                                                                                                                                                                                                                                                                                              Manual                                  Stopped  OK       

CredentialEnrollmentManagerUserSvc_9e827      C:\WINDOWS\system32\CredentialEnrollmentManager.exe                                                                                                                                                                                                                                                                                                                                                                         Manual                                  Stopped  OK       

DeviceAssociationBrokerSvc_9e827              C:\WINDOWS\system32\svchost.exe -k DevicesFlow -p                                                                                                                                                                                                                                                                                                                                                                           Manual                                  Stopped  OK       

DevicePickerUserSvc_9e827                     C:\WINDOWS\system32\svchost.exe -k DevicesFlow                                                                                                                                                                                                                                                                                                                                                                              Manual                                  Stopped  OK       

DevicesFlowUserSvc_9e827                      C:\WINDOWS\system32\svchost.exe -k DevicesFlow                                                                                                                                                                                                                                                                                                                                                                              Manual                                  Running  OK       

MessagingService_9e827                        C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Manual                                  Stopped  OK       

NPSMSvc_9e827                                 C:\WINDOWS\system32\svchost.exe -k LocalService -p                                                                                                                                                                                                                                                                                                                                                                          Manual                                  Running  OK       

OneSyncSvc_9e827                              C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Auto                                    Running  OK       

P9RdrService_9e827                            C:\WINDOWS\system32\svchost.exe -k P9RdrService -p                                                                                                                                                                                                                                                                                                                                                                          Manual                                  Stopped  OK       

PenService_9e827                              C:\WINDOWS\system32\svchost.exe -k PenService                                                                                                                                                                                                                                                                                                                                                                               Manual                                  Stopped  OK       

PimIndexMaintenanceSvc_9e827                  C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Manual                                  Stopped  OK       

PrintWorkflowUserSvc_9e827                    C:\WINDOWS\system32\svchost.exe -k PrintWorkflow                                                                                                                                                                                                                                                                                                                                                                            Manual                                  Stopped  OK       

UdkUserSvc_9e827                              C:\WINDOWS\system32\svchost.exe -k UdkSvcGroup                                                                                                                                                                                                                                                                                                                                                                              Manual                                  Running  OK       

UnistoreSvc_9e827                             C:\WINDOWS\System32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Manual                                  Stopped  OK       

UserDataSvc_9e827                             C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Manual                                  Stopped  OK       

webthreatdefusersvc_9e827                     C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p                                                                                                                                                                                                                                                                                                                                                          Auto                                    Running  OK       

WpnUserService_9e827                          C:\WINDOWS\system32\svchost.exe -k UnistackSvcGroup                                                                                                                                                                                                                                                                                                                                                                         Auto                                    Running  OK       



